,full_date_time,config_name,latitude,longitude,elevation,year,month,day,hour,prod,peakpower
227,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,11,89.81466999999999,136.8
228,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,12,85.0513,136.8
229,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,13,75.42605,136.8
230,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,14,55.82534,136.8
231,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,15,25.930439999999997,136.8
232,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,16,0.0,136.8
233,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,17,0.0,136.8
234,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,18,0.0,136.8
235,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,19,0.0,136.8
236,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,20,0.0,136.8
237,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,21,0.0,136.8
238,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,22,0.0,136.8
239,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,23,0.0,136.8
240,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,00,0.0,136.8
241,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,01,0.0,136.8
242,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,02,0.0,136.8
243,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,03,0.0,136.8
244,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,04,0.0,136.8
245,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,05,0.0,136.8
246,2020-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,11,06,0.0,136.8
